Title,Company,Location,Job URL
Backend Software Engineer - Social- 2025 Start,TikTok,Singapore,https://sg.linkedin.com/jobs/view/backend-software-engineer-social-2025-start-at-tiktok-4119145448?position=30&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=bfgtv9k3grOKNz2hEG1d6g%3D%3D
Software Engineer,PayPal,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-at-paypal-4186502630?position=31&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=q2WpA4JiKQI9g1Kepnzjlg%3D%3D
Software Developer (Frontend),DSTA,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-developer-frontend-at-dsta-4071158622?position=32&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=eaqZZWBm43rhAPJlBwJ47g%3D%3D
Software Engineer - TikTok Platform (Singapore),TikTok,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-tiktok-platform-singapore-at-tiktok-4131717728?position=33&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=J26pNDjYrA5n7Yt%2Btv1jYA%3D%3D
Software Engineer,ASUS,"Changi, East Region, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-at-asus-4133055420?position=34&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=5LdvRU0eVW52LRztniFnvg%3D%3D
Software Engineer Intern - Backend,ShopBack,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-intern-backend-at-shopback-4074539924?position=35&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=OFxnRl29wfa%2FODiPUjTbRw%3D%3D
Full Stack Engineer Intern,Asurion,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/full-stack-engineer-intern-at-asurion-4029046223?position=36&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=GSDNbesqckRFIModI94FpQ%3D%3D
Backend Engineer Intern,Tencent,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/backend-engineer-intern-at-tencent-4167963820?position=37&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=Eu9jSamfgygun6ErpLwNUw%3D%3D
Software Engineer Intern (Embedded),Thales,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-intern-embedded-at-thales-4150402214?position=38&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=wfB2FJXpCZWPwwUpewCdJA%3D%3D
Software Engineer,VISTRA,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-at-vistra-4164900862?position=39&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=%2BLEGHSF7eMYRl2%2F6wnkM7Q%3D%3D
Fresh Graduate Software Engineer (Java/AI),HCLTech,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/fresh-graduate-software-engineer-java-ai-at-hcltech-4173855833?position=40&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=YZQZsOx4EV%2FX4uC0k0WAQg%3D%3D
Software Engineer,Edgelab,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-at-edgelab-4187498230?position=41&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=3D4SunVPYjF6Wu2nUNZhIQ%3D%3D
"Backend Engineer Intern, Engineering Infra - AZPE (Jun - Dec 2025)",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/backend-engineer-intern-engineering-infra-azpe-jun-dec-2025-at-shopee-4174332054?position=42&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=Ud2mevGBBQquofE4%2Bdd3TA%3D%3D
Software Developer (Backend),DSTA,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-developer-backend-at-dsta-4114483196?position=43&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=FctUkk0055HA8dM4%2BEvjgg%3D%3D
Software Engineer (Java),Crédit Agricole CIB,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-java-at-cr%C3%A9dit-agricole-cib-4156856911?position=44&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=jBRU8tMXkiCV6VgCX6b11Q%3D%3D
Full Stack Engineer,Capgemini,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/full-stack-engineer-at-capgemini-4122791559?position=45&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=CkJJ%2B12YpQtfWWlGH805Aw%3D%3D
Software Engineer (Distributed Systems) - Up to $240k SGD base + Bonus,Hunter Bond,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-distributed-systems-up-to-%24240k-sgd-base-%2B-bonus-at-hunter-bond-4178523773?position=46&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=oVVAblqhH3ckarm27IrIkw%3D%3D
"Software Engineer (Frontend, Backend, or Full stack)",Subscript,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-frontend-backend-or-full-stack-at-subscript-4156644897?position=47&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=W6xBbV9Wut1giBr%2BLpqOdA%3D%3D
"Software Engineering (Singtel Internship Programme, May 2025) #GeneralInternship",Singtel,Singapore,https://sg.linkedin.com/jobs/view/software-engineering-singtel-internship-programme-may-2025-%23generalinternship-at-singtel-4131998698?position=48&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=ebUQXGHW909wug671VCBiA%3D%3D
Frontend Software Engineer - TikTok Live - 2025 Start,TikTok,Singapore,https://sg.linkedin.com/jobs/view/frontend-software-engineer-tiktok-live-2025-start-at-tiktok-4076512111?position=49&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=%2Focnn6WssUqiAoDKeQ5JFg%3D%3D
"Frontend Software Engineer (Payment), TikTok Live - Singapore",TikTok,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/frontend-software-engineer-payment-tiktok-live-singapore-at-tiktok-4181283367?position=50&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=jHzwcl8JPll4V0c%2B%2FZMTSA%3D%3D
Software Engineer,Tricor Group,Singapore,https://sg.linkedin.com/jobs/view/software-engineer-at-tricor-group-4164300809?position=51&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=moHLOC4tZEICGhT9%2F9Pkew%3D%3D
Software Engineer Intern,Mobbin,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-intern-at-mobbin-4122927279?position=52&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=nY5SyeBM%2B5hJ0I0BI5%2BAtA%3D%3D
Software Developer,Visier Inc.,Singapore,https://sg.linkedin.com/jobs/view/software-developer-at-visier-inc-4132645817?position=53&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=TxRX6nLn8I1DzJd2rEHmkw%3D%3D
"Frontend Software Engineer, Data Platform - 2025 Start",TikTok,Singapore,https://sg.linkedin.com/jobs/view/frontend-software-engineer-data-platform-2025-start-at-tiktok-4166380253?position=54&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=Dr2m7njBHmUyV1Dg%2BuyYQg%3D%3D
Software Engineer,Nicoll Curtin,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-at-nicoll-curtin-4165792533?position=55&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=6gJcJFMK%2FHwbcB%2F5MC72YA%3D%3D
Fullstack Developer,OOm Singapore,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/fullstack-developer-at-oom-singapore-4169017854?position=56&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=lDzokU47RJXYT9JEaURAoA%3D%3D
Software Engineer,PayPal,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-at-paypal-4144143322?position=57&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=zLWglKdpA5zUTzvMCIbPGQ%3D%3D
"Backend Engineer Intern, Paid Ads - Advertiser Platform (Summer 2025)",Shopee,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/backend-engineer-intern-paid-ads-advertiser-platform-summer-2025-at-shopee-4183351040?position=58&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=fEvidaupFZXKKGLvNv0fSg%3D%3D
Full Stack Developer,Vertis,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/full-stack-developer-at-vertis-4182540906?position=59&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=LEMe6yxpBvvTF4mKnAQM0Q%3D%3D
Software Engineer – Frontend / Backend / Fullstack,Padlet,"Singapore, Singapore",https://sg.linkedin.com/jobs/view/software-engineer-%E2%80%93-frontend-backend-fullstack-at-padlet-3956382873?position=60&pageNum=0&refId=IRHCd5kvMO0HYfuZ8yncQQ%3D%3D&trackingId=8W9To4DSy3UPQVog9UKMxQ%3D%3D
